"","ID","Desired.Direction","Critical","Agency.Number","UAAgyConcat","Agency.Full.Name.y","Unit.of.Appropriation","U.A.Name","2019","2023","2016","2021","2018","2017","2020","2022","Success","Service","Goal","Indicator","Target.MMR","YTDScaled","Avg3yr","Avg5yr","OneYrImproving","ThreeYrImproving","FiveYrImproving"
"245",1840,"Up","No","860","860100","Department of Records and Information Services","100","PERSONAL SERVICES",80.34,100,94,87.57,100,91,87.57,91.62,NA,"Provide City agencies, the courts and district attorneys with record storage, retrieval and retention scheduling services.","Retrieve records promptly from off-site facilities upon record owner's request.","Requests for stored records processed within 48 hours (%)",NA,100,88.92,89.42,"Improving","Improving","Improving"
"246",1844,"Down","Yes","860","860100","Department of Records and Information Services","100","PERSONAL SERVICES",1.38,0.77,1.21,0.59,0.67,1.21,0.74,0.97,"Met_Goal","Provide City agencies, the courts and district attorneys with record storage, retrieval and retention scheduling services.","Retrieve records promptly from off-site facilities upon record owner's request.","Average response time to agency requests for stored records (days)",2,0.77,0.766666666666667,0.87,"Improving","Not_Improving","Improving"
"247",1848,"Up","No","860","860100","Department of Records and Information Services","100","PERSONAL SERVICES",2558,466.602090335187,1049,111,1185,797,399,330,NA,"Provide the public and City agencies with access to public records and publications.","Increase the volume and availability of public records and publications.","Records accessioned in Municipal Archives (cubic ft.)",NA,466.602090335187,280,916.6,"Improving","Improving","Not_Improving"
"248",1851,"Up","Yes","860","860100","Department of Records and Information Services","100","PERSONAL SERVICES",1421172,128441.842659518,7422426,2285564,236478,26778,1448706,187329,"Did_Not_Meet","Provide the public and City agencies with access to public records and publications.","Increase the volume and availability of public records and publications.","Records digitized",1000000,128441.842659518,1307199.66666667,1115849.8,"Not_Improving","Not_Improving","Not_Improving"
"249",1854,"Up","Yes","860","860100","Department of Records and Information Services","100","PERSONAL SERVICES",88,51,62,65,82,9,71,46,"Did_Not_Meet","Provide the public and City agencies with access to public records and publications.","Promptly respond to requests for information.","Vital record requests responded to within 12 business days (%)",60,51,60.6666666666667,70.4,"Improving","Not_Improving","Not_Improving"
"250",1855,"Down","Yes","860","860100","Department of Records and Information Services","100","PERSONAL SERVICES",7.18,17.15,11.5,23.09,9.66,28.03,9.67,24.77,"Did_Not_Meet","Provide the public and City agencies with access to public records and publications.","Promptly respond to requests for information.","Average response time to vital record requests (days)",12,17.15,19.1766666666667,14.874,"Improving","Improving","Not_Improving"
"251",1856,"Down","Yes","860","860100","Department of Records and Information Services","100","PERSONAL SERVICES",10.19,5.81,22.89,5.76,31.54,22.69,5.37,5.41,"Met_Goal","Provide the public and City agencies with access to public records and publications.","Promptly respond to requests for information.","Average response time to historical photo requests (days)",15,5.81,5.51333333333333,11.654,"Not_Improving","Not_Improving","Improving"
"252",1860,"Up","No","860","860100","Department of Records and Information Services","100","PERSONAL SERVICES",384823,395237,371208,389189,380844,375919,384134,394542,NA,"Provide the public and City agencies with access to public records and publications.","Increase the volume and availability of public records and publications.","Number of library items available",NA,395237,389288.333333333,386706.4,"Improving","Improving","Improving"
"253",1861,"Up","No","860","860100","Department of Records and Information Services","100","PERSONAL SERVICES",5903,3105.91026270713,10016,5055,4869,5596,4455,5353,NA,"Provide the public and City agencies with access to public records and publications.","Increase the volume and availability of public records and publications.","Publications and reports acquired",NA,3105.91026270713,4954.33333333333,5127,"Not_Improving","Not_Improving","Not_Improving"
"254",2101,"Up","No","850","8501","Department of Design and Construction","1","PERSONAL SERVICES",28,23.7622961851749,54,90,51,41,63,98,NA,"Design and build quality public buildings and infrastructure.","Improve customer satisfaction ratings.","Post-construction satisfaction surveys: Number of surveys returned",NA,23.7622961851749,83.6666666666667,66,"Not_Improving","Not_Improving","Not_Improving"
"255",2102,"Up","Yes","850","8501","Department of Design and Construction","1","PERSONAL SERVICES",79,100,90.7,92,90,91,89,81,"Met_Goal","Design and build quality public buildings and infrastructure.","Improve customer satisfaction ratings.","Post-construction satisfaction surveys: Respondents rating a completed project as adequate or better (%)",90,100,87.3333333333333,86.2,"Improving","Improving","Improving"
"256",2103,"Up","No","850","8501","Department of Design and Construction","1","PERSONAL SERVICES",100,90.0990099009901,100,100,100,100,100,100,"Did_Not_Meet","Design and build quality public buildings and infrastructure.","Meet quality assurance and site safety standards for all active projects.","Projects audited (%)",95,90.0990099009901,100,100,"Not_Improving","Not_Improving","Not_Improving"
"257",2123,"Up","No","136","1361","Landmarks Preservation Commission","1","PERSONAL SERVICES",81.67,81.12,96,84.4,84.96,93,84.86,83.74,"Did_Not_Meet","Identify and protect qualifying architectural, historical, cultural, and archaeological assets in all five boroughs.","Facilitate appropriate work on landmark buildings through technical assistance and timely issuance of permits.","Certificates of No Effect issued within 10 business days (%)",85,81.12,84.3333333333333,83.926,"Not_Improving","Not_Improving","Not_Improving"
"258",2124,"Up","No","136","1361","Landmarks Preservation Commission","1","PERSONAL SERVICES",98.97,99.74,99,99.69,96.42,93.5,99.6,99.38,"Did_Not_Meet","Identify and protect qualifying architectural, historical, cultural, and archaeological assets in all five boroughs.","Facilitate appropriate work on landmark buildings through technical assistance and timely issuance of permits.","Expedited Certificates of No Effect issued within two business days (%)",100,99.74,99.5566666666667,98.812,"Improving","Improving","Improving"
"259",2125,"Up","No","136","1361","Landmarks Preservation Commission","1","PERSONAL SERVICES",80.46,84.6,95,82.81,81.6,91.75,83.28,82.05,NA,"Identify and protect qualifying architectural, historical, cultural, and archaeological assets in all five boroughs.","Facilitate appropriate work on landmark buildings through technical assistance and timely issuance of permits.","Permits for minor work issued within 10 business days (%)",NA,84.6,82.7133333333333,82.04,"Improving","Improving","Improving"
"260",2134,"Down","Yes","54","541","Civilian Complaint Review Board","1","CCRB-PS",249,495,162,378,190,153,290,591,"Did_Not_Meet","Investigate, prosecute and resolve claims of police misconduct.","Improve the quality and timeliness of investigations.","Average time to complete a full investigation (days)",120,495,419.666666666667,339.6,"Improving","Not_Improving","Not_Improving"
"261",2135,"Up","Yes","54","541","Civilian Complaint Review Board","1","CCRB-PS",51,55.9,45.5,56.6,47.6,42.9,55.4,54.5,"Met_Goal","Investigate, prosecute and resolve claims of police misconduct.","Improve the quality and timeliness of investigations.","Closed allegations with findings on the merits (%)",55,55.9,55.5,53.02,"Improving","Improving","Improving"
"262",2137,"Up","Yes","54","541","Civilian Complaint Review Board","1","CCRB-PS",29.4,48.5,37.7,22,31.5,33.7,34.4,51.6,"Met_Goal","Investigate, prosecute and resolve claims of police misconduct.","Improve the quality and timeliness of investigations.","Full investigations as a percentage of total cases closed (%)",40,48.5,36,33.78,"Not_Improving","Improving","Improving"
"263",2154,"Up","No","54","541","Civilian Complaint Review Board","1","CCRB-PS",202,65.2814346522827,222,44,233,187,126,119,NA,"Investigate, prosecute and resolve claims of police misconduct.","Increase the use of mediation to resolve complaints.","Cases successfully mediated",NA,65.2814346522827,96.3333333333333,144.8,"Not_Improving","Not_Improving","Not_Improving"
"264",2155,"Up","No","54","541","Civilian Complaint Review Board","1","CCRB-PS",500,110.834077386179,444,70,550,373,237,33,NA,"Investigate, prosecute and resolve claims of police misconduct.","Increase the use of mediation to resolve complaints.","Cases with mutual agreement to mediate",NA,110.834077386179,113.333333333333,278,"Improving","Not_Improving","Not_Improving"
"265",2157,"Down","Yes","54","541","Civilian Complaint Review Board","1","CCRB-PS",131,95,93,407,106,99,129,434,"Met_Goal","Investigate, prosecute and resolve claims of police misconduct.","Increase the use of mediation to resolve complaints.","Average mediation case completion time (days)",120,95,323.333333333333,241.4,"Improving","Improving","Improving"
"266",2160,"Up","No","54","541","Civilian Complaint Review Board","1","CCRB-PS",77.5,90.6,87.4,75,84.6,95.6,58.6,84.5,NA,"Investigate, prosecute and resolve claims of police misconduct.","Increase the use of mediation to resolve complaints.","Officers who accepted mediation (%)",NA,90.6,72.7,76.04,"Improving","Improving","Improving"
"267",2161,"Up","No","54","541","Civilian Complaint Review Board","1","CCRB-PS",43.2,34.5,44.7,48.9,45.7,45.1,35.8,37.1,NA,"Investigate, prosecute and resolve claims of police misconduct.","Increase the use of mediation to resolve complaints.","Civilians who accepted mediation (%)",NA,34.5,40.6,42.14,"Not_Improving","Not_Improving","Not_Improving"
"268",2162,"Up","Yes","54","541","Civilian Complaint Review Board","1","CCRB-PS",87.8,95.5,88.1,93.6,94.7,88.2,82.9,98.3,"Met_Goal","Investigate, prosecute and resolve claims of police misconduct.","Increase the use of mediation to resolve complaints.","Mediation satisfaction rate (%)",94,95.5,91.6,91.46,"Not_Improving","Improving","Improving"
"269",2181,"Up","No","856","8561","Department of Citywide Administrative Services","1","HUMAN CAPITAL",72094,61185.2714494333,38815,33900,65332,42082,63410,54707,"Met_Goal","Help City agencies fulfill their workforce needs.","Provide a wide range of training opportunities.","City employees/participants trained in Managerial and Professional Development programs",57889,61185.2714494333,50672.3333333333,57888.6,"Improving","Improving","Improving"
"270",2187,"Up","Yes","856","856300","Department of Citywide Administrative Services","300","ASSET MANAGEMENT-PUBLIC FACILITIES",80.4,97,70.3,84.1,73.13,64.1,79.2,NA,"Met_Goal","Manage and operate City-owned office buildings.","Meet timeliness standards for in-house trade shop construction and repair work.","In-house trade shop work orders completed within 30 days (%)",75,97,81.65,79.2075,NA,"Improving","Improving"
"271",2188,"Down","Yes","856","856300","Department of Citywide Administrative Services","300","ASSET MANAGEMENT-PUBLIC FACILITIES",4.3,3,3.6,4.2,2.8,3.5,2.6,1.42,"Met_Goal","Manage and operate City-owned office buildings.","Meet timeliness standards for in-house trade shop construction and repair work.","Average time to complete in-house trade shop work orders (days)",7,3,2.74,3.064,"Not_Improving","Not_Improving","Improving"
"272",2246,"Down","No","829","8291","Business Integrity Commission","1","PERSONAL SERVICES",199,178,303,152,171,169,157,165,NA,"Regulate the trade waste industry in the City.","Process license and registration applications for the trade waste industry in a timely manner.","Average age of pending waste hauling applications (days) - New",NA,178,158,168.8,"Not_Improving","Not_Improving","Not_Improving"
"273",2247,"Down","No","829","8291","Business Integrity Commission","1","PERSONAL SERVICES",183,294,201,230,113,233,160,281,NA,"Regulate the trade waste industry in the City.","Process license and registration applications for the trade waste industry in a timely manner.","Average age of pending waste hauling applications (days) - Renewal",NA,294,223.666666666667,193.4,"Not_Improving","Not_Improving","Not_Improving"
"274",2263,"Up","No","829","8291","Business Integrity Commission","1","PERSONAL SERVICES",6,6.28927963698242,16,4,8,18,11,9,NA,"Regulate businesses in and around the City's public wholesale markets.","Process registration applications for businesses in and around the City's public wholesale markets in a timely manner.","Public wholesale market applications approved - New",NA,6.28927963698242,8,7.6,"Not_Improving","Not_Improving","Not_Improving"
"275",2264,"Up","No","829","8291","Business Integrity Commission","1","PERSONAL SERVICES",33,148.817518627825,46,47,29,103,100,78,NA,"Regulate businesses in and around the City's public wholesale markets.","Process registration applications for businesses in and around the City's public wholesale markets in a timely manner.","Public wholesale market applications approved - Renewal",NA,148.817518627825,75,57.4,"Improving","Improving","Improving"
"276",2267,"Down","Yes","829","8291","Business Integrity Commission","1","PERSONAL SERVICES",177,107,205,265,121,163,178,193,"Met_Goal","Regulate businesses in and around the City's public wholesale markets.","Process registration applications for businesses in and around the City's public wholesale markets in a timely manner.","Average time to approve public wholesale market applications (days) - New",150,107,212,186.8,"Improving","Improving","Improving"
"277",2268,"Down","Yes","829","8291","Business Integrity Commission","1","PERSONAL SERVICES",199,110,367,302,157,270,263,170,"Met_Goal","Regulate businesses in and around the City's public wholesale markets.","Process registration applications for businesses in and around the City's public wholesale markets in a timely manner.","Average time to approve public wholesale market applications (days) - Renewal",210,110,245,218.2,"Improving","Improving","Improving"
"278",2270,"Down","No","829","8291","Business Integrity Commission","1","PERSONAL SERVICES",105,65,373,154,157,286,278,170,NA,"Regulate businesses in and around the City's public wholesale markets.","Process registration applications for businesses in and around the City's public wholesale markets in a timely manner.","Average age of pending public wholesale market applications (days) - New",NA,65,200.666666666667,172.8,"Improving","Improving","Improving"
"279",2271,"Down","No","829","8291","Business Integrity Commission","1","PERSONAL SERVICES",137,106,192,205,93,214,174,110,NA,"Regulate businesses in and around the City's public wholesale markets.","Process registration applications for businesses in and around the City's public wholesale markets in a timely manner.","Average age of pending public wholesale market applications (days) - Renewal",NA,106,163,143.8,"Improving","Improving","Improving"
"280",2284,"Up","No",NA,NA,NA,NA,NA,8,11,8.3,11,8,8,8,11,NA,"BPL Performance Reporting","BPL Performance Indicators","Libraries open seven days per week (%)",NA,11,10,9.2,"Improving","Improving","Improving"
"281",2286,"Up","No",NA,NA,NA,NA,NA,2911,2586,1633,2586,2602,1772,2911,2586,NA,"BPL Performance Reporting","BPL Performance Indicators","Computers for public use",NA,2586,2694.33333333333,2719.2,"Improving","Not_Improving","Not_Improving"
"282",2291,"Up","Yes",NA,NA,NA,NA,NA,12911.42,7688.43583472856,14584.711,5003.808,13732.814,14109,8744.87,9317.76,"Did_Not_Meet","BPL Performance Reporting","BPL Performance Indicators","Circulation (000)",10300,7688.43583472856,7688.81266666667,9942.1344,"Not_Improving","Not_Improving","Not_Improving"
"283",2293,"Up","No",NA,NA,NA,NA,NA,4242.4,23.952297368084,4008,17.498,3800.719,4106,2081.35,445.681,NA,"BPL Performance Reporting","BPL Performance Indicators","Reference queries (000)",NA,23.952297368084,848.176333333333,2117.5296,"Not_Improving","Not_Improving","Not_Improving"
"284",2294,"Up","No",NA,NA,NA,NA,NA,2422.146,2277.90899661577,11161,1701.706,9346,10567,2381.649,3007.743,"Did_Not_Meet","BPL Performance Reporting","BPL Performance Indicators","Electronic visits to website (000)",4000,2277.90899661577,2363.69933333333,3771.8488,"Not_Improving","Not_Improving","Not_Improving"
"285",2295,"Up","No",NA,NA,NA,NA,NA,72840,16102.2803370866,60532,15823,69248,63246,49339,25383,NA,"BPL Performance Reporting","BPL Performance Indicators","Program sessions",NA,16102.2803370866,30181.6666666667,46526.6,"Not_Improving","Not_Improving","Not_Improving"
"286",2298,"Up","Yes",NA,NA,NA,NA,NA,1904.9,1585.58558558559,1523,1364.278,1687,1631,1309.5,1471.685,"Met_Goal","BPL Performance Reporting","BPL Performance Indicators","Library card holders (000)",1500,1585.58558558559,1381.821,1547.4726,"Improving","Improving","Improving"
"287",2303,"Up","No","226","22613","City Commission on Human Rights","13","AGENCY-WIDE",537,434.708094525516,200,214,193,310,406,196,NA,"Enforce the NYC Human Rights Law.","Investigate, prosecute and resolve complaints of discrimination, discriminatory harassment, and bias-based profiling in a timely and efficient manner.","Pre-complaint resolutions",NA,434.708094525516,272,309.2,"Improving","Improving","Improving"
"288",2317,"Down","No","226","22613","City Commission on Human Rights","13","AGENCY-WIDE",576,501,340,427,553,468,515,503,NA,"Enforce the NYC Human Rights Law.","Investigate, prosecute and resolve complaints of discrimination, discriminatory harassment, and bias-based profiling in a timely and efficient manner.","Average age of complaint caseload (days)",NA,501,481.666666666667,514.8,"Improving","Not_Improving","Improving"
"289",2319,"Down","No","226","22613","City Commission on Human Rights","13","AGENCY-WIDE",668,175,837,546,721,728,416,268,NA,"Enforce the NYC Human Rights Law.","Investigate, prosecute and resolve complaints of discrimination, discriminatory harassment, and bias-based profiling in a timely and efficient manner.","Complaints pending by age - less than one year",NA,175,410,523.8,"Improving","Improving","Improving"
"290",2325,"Up","No","226","22613","City Commission on Human Rights","13","AGENCY-WIDE",37,46.340597154038,0,47,26,0,43,45,NA,"Enforce the NYC Human Rights Law.","Investigate, prosecute and resolve complaints of discrimination, discriminatory harassment, and bias-based profiling in a timely and efficient manner.","Complaints successfully mediated",NA,46.340597154038,45,39.6,"Improving","Improving","Improving"
"291",2326,"Up","No","226","22613","City Commission on Human Rights","13","AGENCY-WIDE",3060,2301.58052366741,2397,1683,3127,2947,1481,1794,"Met_Goal","Educate the community on the NYC Human Rights Law.","Increase community awareness of the NYCHRL through know-your-rights presentations aimed at the general public; through know-your-obligations presentations aimed at housing providers, employers, and small businesses; and other initiatives.","Conferences, workshops and training sessions",1500,2301.58052366741,1652.66666666667,2229,"Improving","Improving","Improving"
"292",2328,"Up","No","226","22613","City Commission on Human Rights","13","AGENCY-WIDE",266,373.662768753482,79,293,186,173,300,169,"Met_Goal","Educate the community on the NYC Human Rights Law.","Increase community awareness of the NYCHRL through know-your-rights presentations aimed at the general public; through know-your-obligations presentations aimed at housing providers, employers, and small businesses; and other initiatives.","Youth-based training sessions conducted",250,373.662768753482,254,242.8,"Improving","Improving","Improving"
"293",2345,"Down","Yes","68","687","Administration for Children's Services","7","JUVENILE JUSTICE - PS",70.8,198.4,156.6,118.9,84.9,119.8,128.7,170,NA,"Provide custody and care of youth in secure and safe detention and placement facilities while providing casework services.","Assure that detention facilities are safe and secure.","Average Daily Population in Detention (Total)",NA,198.4,139.2,114.66,"Not_Improving","Not_Improving","Not_Improving"
"294",2346,"Down","No","68","687","Administration for Children's Services","7","JUVENILE JUSTICE - PS",45.3,170,91.7,100.5,49.6,70.3,100.9,142.6,NA,"Provide custody and care of youth in secure and safe detention and placement facilities while providing casework services.","Assure that detention facilities are safe and secure.","Average Daily Population in Secure Detention",NA,170,114.666666666667,87.78,"Not_Improving","Not_Improving","Not_Improving"
"295",2351,"Down","No","68","687","Administration for Children's Services","7","JUVENILE JUSTICE - PS",25.5,28.4,64.9,18.4,35.4,49.5,27.8,27.4,NA,"Provide custody and care of youth in secure and safe detention and placement facilities while providing casework services.","Assure that detention facilities are safe and secure.","Average Daily Population in Non-secure Detention",NA,28.4,24.5333333333333,26.9,"Not_Improving","Not_Improving","Not_Improving"
"296",2354,"Down","Yes","68","687","Administration for Children's Services","7","JUVENILE JUSTICE - PS",17,27,21,38,19,24,29,38,NA,"Provide custody and care of youth in secure and safe detention and placement facilities while providing casework services.","Assure that detention facilities are safe and secure.","Combined average length of stay (ALOS) in secure and non-secure detention (days)",NA,27,35,28.2,"Improving","Improving","Improving"
"297",2364,"Down","Yes","68","687","Administration for Children's Services","7","JUVENILE JUSTICE - PS",0,0,0,0,0,0,0,0,"Met_Goal","Provide custody and care of youth in secure and safe detention and placement facilities while providing casework services.","Assure that detention facilities are safe and secure.","Escapes from secure detention",0,0,0,0,"Improving","Improving","Improving"
"298",2374,"Up","Yes","68","687","Administration for Children's Services","7","JUVENILE JUSTICE - PS",100,100,100,100,100,100,100,100,"Met_Goal","Provide custody and care of youth in secure and safe detention and placement facilities while providing casework services.","Provide youth in detention and placement with appropriate health and mental health services.","Residents seen within 24 hours of sick call report (%)",100,100,100,100,"Improving","Improving","Improving"
"299",2381,"Down","No","72","722","Department of Correction","2","OPERATIONS",7938,5753,9790,4961,8896,9500,5841,5559,NA,"Provide a safe and secure environment for individuals in custody, staff and host communities.","Ensure the security and safety of individuals in DOC custody.","Average daily population",NA,5753,5453.66666666667,6639,"Not_Improving","Not_Improving","Improving"
"300",2384,"Down","Yes","72","722","Department of Correction","2","OPERATIONS",1,1.66666666666667,0,1,1,0,2,3,NA,"Provide a safe and secure environment for individuals in custody, staff and host communities.","Ensure the security and safety of individuals in DOC custody.","Escapes",NA,1.66666666666667,2,1.6,"Improving","Improving","Not_Improving"
"301",2385,"Down","No","72","722","Department of Correction","2","OPERATIONS",106,487.108525353739,131,247,96,165,123,491,NA,"Provide a safe and secure environment for individuals in custody, staff and host communities.","Ensure the security and safety of individuals in DOC custody.","Stabbings and Slashings",NA,487.108525353739,287,212.6,"Improving","Not_Improving","Not_Improving"
"302",2387,"Down","No","72","722","Department of Correction","2","OPERATIONS",7064,7790.34083310502,5269,7743,5589,5070,7047,7302,NA,"Provide a safe and secure environment for individuals in custody, staff and host communities.","Ensure that use of force is authorized and appropriate.","Incidents and allegations of use of force",NA,7790.34083310502,7364,6949,"Not_Improving","Not_Improving","Not_Improving"
"303",2389,"Down","No","72","722","Department of Correction","2","OPERATIONS",12008,8400.88451299038,11240,11214,12047,12650,11191,9248,NA,"Provide a safe and secure environment for individuals in custody, staff and host communities.","Ensure the security and safety of individuals in DOC custody.","Fight/assault infractions",NA,8400.88451299038,10551,11141.6,"Improving","Improving","Improving"
"304",2390,"Down","No","72","722","Department of Correction","2","OPERATIONS",490,335.695460299251,1538,145,742,1126,258,234,NA,"Provide a safe and secure environment for individuals in custody, staff and host communities.","Ensure the security and safety of individuals in DOC custody.","Jail-based arrests of individuals in custody",NA,335.695460299251,212.333333333333,373.8,"Not_Improving","Not_Improving","Improving"
"305",2393,"Up","No","72","722","Department of Correction","2","OPERATIONS",97.2,72.18,84,94.62,97.69,98.4,96.67,79.13,"Did_Not_Meet","Provide a safe and secure environment for individuals in custody, staff and host communities.","Ensure timely transport of individuals in custody to courts throughout the City.","On-trial individuals in custody delivered to court on-time (%)",95,72.18,90.14,93.062,"Not_Improving","Not_Improving","Not_Improving"
"306",2401,"Down","No","72","722","Department of Correction","2","OPERATIONS",3.72,3.48,2.3,3.73,3.7,2.6,4.34,4.28,"Did_Not_Meet","Provide a safe and secure environment for individuals in custody, staff and host communities.","Maximize bed capacity and address cell maintenance and repairs in a timely manner.","Jail-cells unavailable (short-term repair) (%)",1,3.48,4.11666666666667,3.954,"Improving","Improving","Improving"
"307",2405,"Down","Yes","72","722","Department of Correction","2","OPERATIONS",18,10.75,28,7.33,21,22,17,10.75,NA,"Provide a safe and secure environment for individuals in custody, staff and host communities.","Provide individuals in custody with timely access to health services.","Average Clinic Waiting Time (minutes)",NA,10.75,11.6933333333333,14.816,"Improving","Improving","Improving"
"308",2433,"Down","Yes","781","7811","Department of Probation","1","EXECUTIVE MANAGEMENT",2.4,2.3,3.4,1.7,2.7,3.1,2.1,2.2,"Met_Goal","Improve community safety through a combination of accountability and support activities with those under probation supervision.","Assess risk to match individuals with supervision and monitoring levels; use re-arrest and violation trends to make adjustments to supervision level components.","Adult Probationer Rearrest Rate (monthly average)(%)",3,2.3,2,2.22,"Not_Improving","Not_Improving","Not_Improving"
"309",2443,"Down","Yes","781","7811","Department of Probation","1","EXECUTIVE MANAGEMENT",3.2,3,4.8,2.3,4.2,4.4,3.2,3,"Met_Goal","Improve community safety through a combination of accountability and support activities with those under probation supervision.","Assess risk to match individuals with supervision and monitoring levels; use re-arrest and violation trends to make adjustments to supervision level components.","Juvenile probationer rearrest rate (monthly average) (%)",3.5,3,2.83333333333333,3.18,"Improving","Not_Improving","Improving"
"310",2451,"Down","Yes","57","579","Fire Department of New York","9","EMERGENCY MEDICAL SERVICES-PS",7.23,7.55,7.03,6.46,6.55,6.46,7.37,7.26,"Did_Not_Meet","Respond to medical emergencies.","Promptly respond to medical emergencies.","Average response time to life-threatening medical emergencies by ambulances (FDNY dispatch and travel time only) (minutes:seconds)",6.55,7.55,7.03,6.974,"Not_Improving","Not_Improving","Not_Improving"
"311",2457,"Down","Yes","57","579","Fire Department of New York","9","EMERGENCY MEDICAL SERVICES-PS",4.48,5.42,4.32,5.13,4.42,4.35,4.58,5.35,"Did_Not_Meet","Respond to medical emergencies.","Promptly respond to medical emergencies.","Average response time to life-threatening medical emergencies by fire companies (FDNY dispatch and travel time only) (minutes:seconds)",4.38,5.42,5.02,4.792,"Not_Improving","Not_Improving","Not_Improving"
"312",2463,"Down","Yes","57","579","Fire Department of New York","9","EMERGENCY MEDICAL SERVICES-PS",6.22,6.54,6.05,5.53,6.03,5.52,6.43,6.31,"Did_Not_Meet","Respond to medical emergencies.","Promptly respond to medical emergencies.","Combined average response time to life-threatening medical emergencies by ambulances & fire companies (FDNY dispatch and travel time only) (minutes:seconds)",6,6.54,6.09,6.104,"Not_Improving","Not_Improving","Not_Improving"
"313",2491,"Down","Yes","57","572","Fire Department of New York","2","FIRE EXTING AND EMERG RESP",4.28,4.3,4.11,4.22,4.2,4.13,4.24,4.32,"Did_Not_Meet","Protect lives and property from fire hazards and other emergency conditions.","Promptly respond to fires and other emergencies.","Average response time to structural fires (FDNY dispatch and travel time only) (minutes:seconds)",4.14,4.3,4.26,4.252,"Improving","Not_Improving","Not_Improving"
"314",2499,"Down","No","57","572","Fire Department of New York","2","FIRE EXTING AND EMERG RESP",67,65.1221848029549,64,64,97,43,53,92,NA,"Protect lives and property from fire hazards and other emergency conditions.","Minimize damage to persons and property.","Civilian fire fatalities*",NA,65.1221848029549,69.6666666666667,74.6,"Improving","Improving","Improving"
"315",2500,"Down","No","57","572","Fire Department of New York","2","FIRE EXTING AND EMERG RESP",0.8,0.690345193732717,0.78,0.73,1.17,0.52,0.58,1.04,NA,"Protect lives and property from fire hazards and other emergency conditions.","Minimize damage to persons and property.","Civilian fire fatalities per 100,000 people",NA,0.690345193732717,0.783333333333333,0.864,"Improving","Improving","Improving"
"316",2501,"Down","Yes","57","572","Fire Department of New York","2","FIRE EXTING AND EMERG RESP",26207,23781.8716765691,26922,24359,27280,26075,25993,23387,NA,"Protect lives and property from fire hazards and other emergency conditions.","Reduce the risk associated with fire incidents.","Structural fires",NA,23781.8716765691,24579.6666666667,25445.2,"Not_Improving","Improving","Improving"
"317",2502,"Down","Yes","57","572","Fire Department of New York","2","FIRE EXTING AND EMERG RESP",12291,15391.3091837205,15044,16405,15221,15696,12507,13595,NA,"Protect lives and property from fire hazards and other emergency conditions.","Reduce the risk associated with fire incidents.","Non-structural fires",NA,15391.3091837205,14169,14003.8,"Not_Improving","Not_Improving","Not_Improving"
"318",2504,"Down","No","57","572","Fire Department of New York","2","FIRE EXTING AND EMERG RESP",315967,361217.684590136,275571,315172,286510,280717,280883,336718,NA,"Protect lives and property from fire hazards and other emergency conditions.","Reduce the risk associated with fire incidents.","Medical emergencies (fire companies only)",NA,361217.684590136,310924.333333333,307050,"Not_Improving","Not_Improving","Not_Improving"
"319",2513,"Down","No","57","572","Fire Department of New York","2","FIRE EXTING AND EMERG RESP",66,78,79,75.86,67,79,68.5,80.34,NA,"Protect lives and property from fire hazards and other emergency conditions.","Minimize damage to persons and property.","Serious fires per 1,000 structural fires",NA,78,74.9,71.54,"Improving","Not_Improving","Not_Improving"
"320",2514,"Down","No","57","572","Fire Department of New York","2","FIRE EXTING AND EMERG RESP",5.15,5.43,4.52,5.23,5.06,4.56,5.13,5.41,NA,"Protect lives and property from fire hazards and other emergency conditions.","Promptly respond to fires and other emergencies.","Average response time to all emergencies by fire companies (FDNY dispatch and travel time only) (minutes:seconds)",NA,5.43,5.25666666666667,5.196,"Not_Improving","Not_Improving","Not_Improving"
"321",2516,"Up","No","57","572","Fire Department of New York","2","FIRE EXTING AND EMERG RESP",209410,151916.689562642,206959,179943,203052,225025,177386,149300,"Did_Not_Meet","Protect lives and property from fire hazards and other emergency conditions.","Reduce the risk associated with fire incidents.","Completed inspections performed by civilian fire prevention personnel",161000,151916.689562642,168876.333333333,183818.2,"Improving","Not_Improving","Not_Improving"
"322",2517,"Up","Yes","57","572","Fire Department of New York","2","FIRE EXTING AND EMERG RESP",93,90,85,93,90,87,91,91.13,"Met_Goal","Protect lives and property from fire hazards and other emergency conditions.","Reduce the risk associated with fire incidents.","Hazard complaints resolved within one day (%)",85,90,91.71,91.626,"Not_Improving","Not_Improving","Not_Improving"
"323",2524,"Up","No","57","572","Fire Department of New York","2","FIRE EXTING AND EMERG RESP",6565,5471.16386727213,7664,5825,7062,7837,6844,5691,NA,"Protect lives and property from fire hazards and other emergency conditions.","Reduce the risk associated with fire incidents.","Investigations",NA,5471.16386727213,6120,6397.4,"Not_Improving","Not_Improving","Not_Improving"
"324",2525,"Down","No","57","572","Fire Department of New York","2","FIRE EXTING AND EMERG RESP",1329,1001.341159982,1605,1119,1469,1653,1495,1153,NA,"Protect lives and property from fire hazards and other emergency conditions.","Reduce the risk associated with fire incidents.","Arson fires",NA,1001.341159982,1255.66666666667,1313,"Improving","Improving","Improving"
